Target Distance: 200, Step Size: 20
6719: (x,y)=(-116.12,-43.9695)
6720: (x,y)=(-117.975,-44.7187)
6721: (x,y)=(-119.842,-44.002)
6722: (x,y)=(-118.903,-42.2361)
6723: (x,y)=(-117.964,-40.4702)
6724: (x,y)=(-119.73,-41.4091)
6725: (x,y)=(-118.981,-43.2635)
6726: (x,y)=(-117.722,-44.8178)
6727: (x,y)=(-119.086,-46.2805)
6728: (x,y)=(-117.086,-46.2456)
6729: (x,y)=(-115.097,-46.4546)
6730: (x,y)=(-115.879,-48.2956)
6731: (x,y)=(-113.894,-48.0519)
6732: (x,y)=(-112.804,-49.7292)
6733: (x,y)=(-111.415,-48.2906)
6734: (x,y)=(-109.44,-47.9777)
6735: (x,y)=(-110.778,-49.464)
6736: (x,y)=(-109.466,-50.9734)
6737: (x,y)=(-108.376,-52.6507)
6738: (x,y)=(-106.644,-53.6507)
6739: (x,y)=(-106.127,-55.5826)
6740: (x,y)=(-106.577,-57.5313)
6741: (x,y)=(-108.309,-56.5313)
6742: (x,y)=(-106.945,-55.0686)
6743: (x,y)=(-104.946,-54.9988)
6744: (x,y)=(-104.428,-53.067)
6745: (x,y)=(-102.942,-51.7287)
6746: (x,y)=(-104.937,-51.8682)
6747: (x,y)=(-106.937,-51.8682)
6748: (x,y)=(-105.523,-53.2824)
6749: (x,y)=(-104.872,-51.3914)
6750: (x,y)=(-103.613,-49.8371)
6751: (x,y)=(-103.753,-51.8322)
6752: (x,y)=(-101.987,-52.7712)
6753: (x,y)=(-100.16,-53.5847)
6754: (x,y)=(-98.8214,-55.0709)
6755: (x,y)=(-100.821,-55.0709)
6756: (x,y)=(-99.2893,-53.7854)
6757: (x,y)=(-97.2921,-53.6807)
6758: (x,y)=(-99.1047,-54.5259)
6759: (x,y)=(-98.9652,-52.5308)
6760: (x,y)=(-100.379,-51.1166)
6761: (x,y)=(-101.287,-49.3346)
6762: (x,y)=(-101.427,-51.3297)
6763: (x,y)=(-100.519,-49.5477)
6764: (x,y)=(-100.763,-51.5328)
6765: (x,y)=(-100.588,-49.5404)
6766: (x,y)=(-102.354,-50.4793)
6767: (x,y)=(-103.038,-52.3587)
6768: (x,y)=(-104.951,-52.9435)
6769: (x,y)=(-105.536,-54.8561)
6770: (x,y)=(-107.521,-54.6123)
6771: (x,y)=(-106.771,-56.4667)
6772: (x,y)=(-108.281,-55.1546)
6773: (x,y)=(-110.183,-55.7726)
6774: (x,y)=(-108.292,-55.1215)
6775: (x,y)=(-107.174,-53.4634)
6776: (x,y)=(-108.563,-54.9021)
6777: (x,y)=(-110.476,-54.3174)
6778: (x,y)=(-111.565,-52.64)
6779: (x,y)=(-110.033,-51.3544)
6780: (x,y)=(-109.754,-49.3739)
6781: (x,y)=(-111.752,-49.2692)
6782: (x,y)=(-113.564,-48.424)
6783: (x,y)=(-114.441,-50.2216)
6784: (x,y)=(-114.65,-52.2106)
6785: (x,y)=(-115.558,-50.4286)
6786: (x,y)=(-117.324,-49.4897)
6787: (x,y)=(-117.289,-51.4894)
6788: (x,y)=(-119.191,-52.1074)
6789: (x,y)=(-120.251,-53.8035)
6790: (x,y)=(-121.869,-54.9791)
6791: (x,y)=(-120.992,-53.1815)
6792: (x,y)=(-121.236,-51.1964)
6793: (x,y)=(-121.549,-53.1718)
6794: (x,y)=(-120.489,-54.8679)
6795: (x,y)=(-121.952,-56.2319)
6796: (x,y)=(-123.59,-57.379)
6797: (x,y)=(-121.593,-57.2743)
6798: (x,y)=(-122.682,-55.597)
6799: (x,y)=(-122.369,-53.6216)
6800: (x,y)=(-124.325,-54.0374)
6801: (x,y)=(-124.465,-56.0326)
6802: (x,y)=(-125.777,-54.5231)
6803: (x,y)=(-125.093,-52.6438)
6804: (x,y)=(-123.113,-52.9221)
6805: (x,y)=(-121.315,-53.7988)
6806: (x,y)=(-120.664,-51.9078)
6807: (x,y)=(-121.148,-53.8484)
6808: (x,y)=(-121.864,-55.7156)
6809: (x,y)=(-121.969,-53.7183)
6810: (x,y)=(-122.487,-51.7865)
6811: (x,y)=(-124.378,-52.4376)
6812: (x,y)=(-125.029,-50.5466)
6813: (x,y)=(-123.263,-49.6076)
6814: (x,y)=(-125.195,-49.09)
6815: (x,y)=(-127.107,-48.5052)
6816: (x,y)=(-125.669,-47.1159)
6817: (x,y)=(-124.669,-48.848)
6818: (x,y)=(-123.03,-49.9951)
6819: (x,y)=(-124.289,-48.4408)
6820: (x,y)=(-124.324,-46.4411)
6821: (x,y)=(-125.5,-44.8231)
6822: (x,y)=(-125.256,-46.8082)
6823: (x,y)=(-127.248,-46.9825)
6824: (x,y)=(-126.597,-45.0915)
6825: (x,y)=(-128.106,-43.7793)
6826: (x,y)=(-126.429,-42.6901)
6827: (x,y)=(-126.673,-44.6752)
6828: (x,y)=(-124.673,-44.6752)
6829: (x,y)=(-126.665,-44.5008)
6830: (x,y)=(-125.434,-42.9248)
6831: (x,y)=(-127.183,-43.8944)
6832: (x,y)=(-128.822,-42.7473)
6833: (x,y)=(-127.024,-43.624)
6834: (x,y)=(-128.937,-43.0393)
6835: (x,y)=(-126.961,-42.7264)
6836: (x,y)=(-125.029,-42.2088)
6837: (x,y)=(-126.059,-43.9231)
6838: (x,y)=(-124.06,-43.8882)
6839: (x,y)=(-122.294,-42.9493)
6840: (x,y)=(-120.956,-44.4356)
6841: (x,y)=(-118.956,-44.4356)
6842: (x,y)=(-117.956,-46.1676)
6843: (x,y)=(-118.737,-44.3266)
6844: (x,y)=(-119.884,-42.6883)
6845: (x,y)=(-117.944,-43.1721)
6846: (x,y)=(-115.958,-42.9284)
6847: (x,y)=(-116.098,-40.9333)
6848: (x,y)=(-114.635,-39.5693)
6849: (x,y)=(-113.081,-38.3106)
6850: (x,y)=(-111.168,-37.7259)
6851: (x,y)=(-109.188,-37.4475)
6852: (x,y)=(-107.275,-38.0323)
6853: (x,y)=(-107.691,-39.9886)
6854: (x,y)=(-106.302,-38.5499)
6855: (x,y)=(-104.389,-37.9652)
6856: (x,y)=(-106.384,-37.8256)
6857: (x,y)=(-104.415,-38.1729)
6858: (x,y)=(-103.965,-36.2242)
6859: (x,y)=(-102.601,-34.7615)
6860: (x,y)=(-101.211,-36.2002)
6861: (x,y)=(-102.809,-37.4038)
6862: (x,y)=(-102.125,-39.2832)
6863: (x,y)=(-100.549,-40.5145)
6864: (x,y)=(-102.187,-41.6617)
6865: (x,y)=(-103.157,-43.4109)
6866: (x,y)=(-103.261,-41.4136)
6867: (x,y)=(-105.163,-42.0317)
6868: (x,y)=(-107.054,-41.3805)
6869: (x,y)=(-105.936,-43.0386)
6870: (x,y)=(-103.947,-43.2477)
6871: (x,y)=(-105.849,-42.6296)
6872: (x,y)=(-107.581,-41.6296)
6873: (x,y)=(-109.394,-42.4749)
6874: (x,y)=(-107.539,-43.2241)
6875: (x,y)=(-106.007,-41.9385)
6876: (x,y)=(-104.153,-42.6877)
6877: (x,y)=(-102.515,-41.5406)
6878: (x,y)=(-100.876,-40.3934)
6879: (x,y)=(-99.1442,-39.3934)
6880: (x,y)=(-100.508,-40.8561)
6881: (x,y)=(-101.655,-39.2178)
6882: (x,y)=(-100.193,-37.8538)
6883: (x,y)=(-101.725,-39.1394)
6884: (x,y)=(-102.175,-41.0881)
6885: (x,y)=(-102.453,-39.1076)
6886: (x,y)=(-102.869,-41.0639)
6887: (x,y)=(-103.078,-39.0749)
6888: (x,y)=(-104.632,-37.8162)
6889: (x,y)=(-105.692,-39.5123)
6890: (x,y)=(-107.641,-39.9622)
6891: (x,y)=(-109.127,-41.3005)
6892: (x,y)=(-111.108,-41.5788)
6893: (x,y)=(-111.073,-39.5791)
6894: (x,y)=(-112.22,-37.9408)
6895: (x,y)=(-110.264,-38.3567)
6896: (x,y)=(-111.941,-37.2674)
6897: (x,y)=(-110.71,-38.8434)
6898: (x,y)=(-109.346,-40.3061)
6899: (x,y)=(-109.964,-38.404)
6900: (x,y)=(-111.895,-37.8864)
6901: (x,y)=(-113.859,-37.5047)
6902: (x,y)=(-113.409,-39.4535)
6903: (x,y)=(-114.317,-41.2355)
6904: (x,y)=(-116.292,-40.9226)
6905: (x,y)=(-117.352,-39.2265)
6906: (x,y)=(-117.178,-37.2341)
6907: (x,y)=(-115.788,-38.6728)
6908: (x,y)=(-114.006,-37.7648)
6909: (x,y)=(-114.945,-35.9989)
6910: (x,y)=(-115.727,-37.8399)
6911: (x,y)=(-117.281,-39.0986)
6912: (x,y)=(-118.189,-37.3166)
6913: (x,y)=(-117.042,-35.6783)
6914: (x,y)=(-115.093,-36.1282)
6915: (x,y)=(-114.988,-34.1309)
6916: (x,y)=(-113.256,-35.1309)
6917: (x,y)=(-115.159,-35.7489)
6918: (x,y)=(-115.608,-37.6977)
6919: (x,y)=(-117.54,-37.18)
6920: (x,y)=(-115.902,-38.3272)
6921: (x,y)=(-114.12,-37.4192)
6922: (x,y)=(-112.354,-38.3582)
6923: (x,y)=(-112.459,-36.3609)
6924: (x,y)=(-114.428,-36.7082)
6925: (x,y)=(-115.867,-35.3189)
6926: (x,y)=(-114.837,-37.0332)
6927: (x,y)=(-116.013,-35.4152)
6928: (x,y)=(-114.121,-36.0663)
6929: (x,y)=(-113.062,-37.7624)
6930: (x,y)=(-111.249,-38.6077)
6931: (x,y)=(-109.252,-38.7123)
6932: (x,y)=(-110.59,-40.1986)
6933: (x,y)=(-112.144,-41.4573)
6934: (x,y)=(-110.506,-40.3101)
6935: (x,y)=(-111.92,-38.8959)
6936: (x,y)=(-109.92,-38.8959)
6937: (x,y)=(-109.107,-37.0688)
6938: (x,y)=(-107.489,-38.2444)
6939: (x,y)=(-107.107,-40.2076)
6940: (x,y)=(-105.107,-40.1727)
6941: (x,y)=(-106.683,-41.404)
6942: (x,y)=(-105.045,-42.5512)
6943: (x,y)=(-104.595,-40.6025)
6944: (x,y)=(-104.248,-42.5721)
6945: (x,y)=(-105.78,-43.8576)
6946: (x,y)=(-104.271,-42.5455)
6947: (x,y)=(-104.721,-40.5968)
6948: (x,y)=(-105.979,-39.0425)
6949: (x,y)=(-104.138,-38.261)
6950: (x,y)=(-105.648,-36.9489)
6951: (x,y)=(-107.596,-37.3988)
6952: (x,y)=(-105.664,-37.9165)
6953: (x,y)=(-105.804,-35.9213)
6954: (x,y)=(-104.272,-37.2069)
6955: (x,y)=(-105.18,-35.4249)
6956: (x,y)=(-103.816,-36.8876)
6957: (x,y)=(-103.034,-38.7286)
6958: (x,y)=(-104.692,-37.6102)
6959: (x,y)=(-104.936,-35.6251)
6960: (x,y)=(-104.452,-33.6845)
6961: (x,y)=(-106.447,-33.545)
6962: (x,y)=(-106.691,-35.5301)
6963: (x,y)=(-108.582,-36.1813)
6964: (x,y)=(-106.8,-37.0892)
6965: (x,y)=(-106.084,-35.2221)
6966: (x,y)=(-105.702,-37.1853)
6967: (x,y)=(-104.92,-39.0263)
6968: (x,y)=(-104.139,-40.8673)
6969: (x,y)=(-105.797,-39.749)
6970: (x,y)=(-105.762,-41.7487)
6971: (x,y)=(-104.732,-40.0343)
6972: (x,y)=(-106.264,-38.7487)
6973: (x,y)=(-106.68,-40.705)
6974: (x,y)=(-104.731,-41.1549)
6975: (x,y)=(-102.768,-40.7733)
6976: (x,y)=(-104.132,-39.3106)
6977: (x,y)=(-104.75,-37.4085)
6978: (x,y)=(-106.427,-38.4978)
6979: (x,y)=(-106.288,-36.5027)
6980: (x,y)=(-104.734,-35.244)
6981: (x,y)=(-105.081,-33.2744)
6982: (x,y)=(-103.571,-31.9623)
6983: (x,y)=(-102.822,-30.1079)
6984: (x,y)=(-102.752,-28.1091)
6985: (x,y)=(-102.168,-30.0217)
6986: (x,y)=(-104.148,-30.3001)
6987: (x,y)=(-104.218,-28.3013)
6988: (x,y)=(-103.188,-30.0156)
6989: (x,y)=(-104.651,-28.6516)
6990: (x,y)=(-105.798,-27.0133)
6991: (x,y)=(-105.833,-29.013)
6992: (x,y)=(-103.852,-28.7347)
6993: (x,y)=(-101.94,-28.1499)
6994: (x,y)=(-100.43,-26.8378)
6995: (x,y)=(-99.4001,-25.1235)
6996: (x,y)=(-101.254,-25.8727)
6997: (x,y)=(-100.603,-23.9817)
6998: (x,y)=(-101.121,-25.9135)
6999: (x,y)=(-99.4066,-24.8834)
7000: (x,y)=(-101.355,-25.3333)
7001: (x,y)=(-100.606,-27.1877)
7002: (x,y)=(-99.6672,-25.4218)
7003: (x,y)=(-100.898,-26.9978)
7004: (x,y)=(-100.381,-25.066)
7005: (x,y)=(-102.366,-25.3097)
7006: (x,y)=(-101.584,-23.4687)
7007: (x,y)=(-99.9072,-24.558)
7008: (x,y)=(-101.219,-23.0486)
7009: (x,y)=(-101.115,-21.0513)
7010: (x,y)=(-99.2736,-20.2699)
7011: (x,y)=(-97.5415,-21.2699)
7012: (x,y)=(-98.9055,-22.7326)
7013: (x,y)=(-100.392,-24.0708)
7014: (x,y)=(-101.173,-22.2298)
7015: (x,y)=(-100.622,-24.1523)
7016: (x,y)=(-101.934,-22.6429)
7017: (x,y)=(-102.811,-24.4405)
7018: (x,y)=(-104.806,-24.58)
7019: (x,y)=(-104.39,-26.5363)
7020: (x,y)=(-102.881,-25.2242)
7021: (x,y)=(-101.283,-26.4278)
7022: (x,y)=(-99.2884,-26.5673)
7023: (x,y)=(-101.258,-26.22)
7024: (x,y)=(-99.2592,-26.1502)
7025: (x,y)=(-100.041,-24.3092)
7026: (x,y)=(-101.953,-24.894)
7027: (x,y)=(-101.369,-22.9814)
7028: (x,y)=(-100.75,-21.0793)
7029: (x,y)=(-102.74,-21.2883)
7030: (x,y)=(-101.301,-22.6776)
7031: (x,y)=(-99.7036,-23.8813)
7032: (x,y)=(-100.016,-25.8566)
7033: (x,y)=(-101.275,-27.4109)
7034: (x,y)=(-99.7657,-26.0988)
7035: (x,y)=(-97.7669,-26.029)
7036: (x,y)=(-97.7669,-28.029)
7037: (x,y)=(-97.454,-30.0044)
7038: (x,y)=(-95.5746,-30.6884)
7039: (x,y)=(-96.9888,-29.2742)
7040: (x,y)=(-96.2721,-31.1414)
7041: (x,y)=(-94.37,-31.7594)
7042: (x,y)=(-93.752,-33.6615)
7043: (x,y)=(-94.37,-31.7594)
7044: (x,y)=(-95.4298,-33.4555)
7045: (x,y)=(-97.4104,-33.1772)
7046: (x,y)=(-99.3329,-33.7284)
7047: (x,y)=(-101.325,-33.5541)
7048: (x,y)=(-101.465,-35.5492)
7049: (x,y)=(-103.332,-34.8325)
7050: (x,y)=(-101.893,-33.4432)
7051: (x,y)=(-100.985,-35.2252)
7052: (x,y)=(-101.799,-37.0523)
7053: (x,y)=(-100.54,-35.498)
7054: (x,y)=(-99.9221,-37.4001)
7055: (x,y)=(-98.8328,-39.0775)
7056: (x,y)=(-99.2486,-41.0338)
7057: (x,y)=(-101.244,-40.8942)
7058: (x,y)=(-99.6055,-39.7471)
7059: (x,y)=(-99.8492,-37.762)
7060: (x,y)=(-100.024,-39.7544)
7061: (x,y)=(-98.1564,-39.0377)
7062: (x,y)=(-99.7536,-37.834)
7063: (x,y)=(-100.169,-39.7903)
7064: (x,y)=(-101.169,-41.5224)
7065: (x,y)=(-102.508,-43.0087)
7066: (x,y)=(-101.631,-41.2111)
7067: (x,y)=(-102.38,-39.3567)
7068: (x,y)=(-102.931,-41.2792)
7069: (x,y)=(-102.757,-39.2868)
7070: (x,y)=(-102.757,-41.2868)
7071: (x,y)=(-103.104,-43.2565)
7072: (x,y)=(-104.194,-44.9338)
7073: (x,y)=(-105.425,-43.3578)
7074: (x,y)=(-106.711,-44.8899)
7075: (x,y)=(-108.552,-45.6713)
7076: (x,y)=(-109.755,-44.0741)
7077: (x,y)=(-109.339,-42.1178)
7078: (x,y)=(-111.242,-41.4997)
7079: (x,y)=(-109.509,-40.4997)
7080: (x,y)=(-110.848,-41.986)
7081: (x,y)=(-108.863,-41.7423)
7082: (x,y)=(-108.793,-39.7435)
7083: (x,y)=(-110.79,-39.8482)
7084: (x,y)=(-109.559,-41.4242)
7085: (x,y)=(-108.651,-43.2062)
7086: (x,y)=(-109.168,-41.2743)
7087: (x,y)=(-107.17,-41.3441)
7088: (x,y)=(-109.118,-40.8942)
7089: (x,y)=(-109.835,-39.0271)
7090: (x,y)=(-111.367,-37.7415)
7091: (x,y)=(-110.586,-35.9005)
7092: (x,y)=(-112.561,-36.2134)
7093: (x,y)=(-113.561,-37.9454)
7094: (x,y)=(-115.463,-37.3274)
7095: (x,y)=(-115.254,-39.3164)
7096: (x,y)=(-117.095,-40.0979)
7097: (x,y)=(-115.155,-40.5817)
7098: (x,y)=(-117.086,-41.0994)
7099: (x,y)=(-116.705,-43.0626)
7100: (x,y)=(-115.067,-41.9155)
7101: (x,y)=(-116.352,-43.4476)
7102: (x,y)=(-115.263,-41.7702)
7103: (x,y)=(-113.361,-42.3883)
7104: (x,y)=(-114.11,-44.2426)
7105: (x,y)=(-112.312,-45.1194)
7106: (x,y)=(-110.343,-44.7721)
7107: (x,y)=(-109.253,-43.0947)
7108: (x,y)=(-108.635,-41.1926)
7109: (x,y)=(-108.152,-39.252)
7110: (x,y)=(-107.943,-41.2411)
7111: (x,y)=(-106.504,-39.8517)
7112: (x,y)=(-105.018,-38.5135)
7113: (x,y)=(-103.987,-40.2278)
7114: (x,y)=(-105.106,-38.5697)
7115: (x,y)=(-104.389,-36.7026)
7116: (x,y)=(-105.419,-34.9883)
7117: (x,y)=(-106.479,-36.6843)
7118: (x,y)=(-104.947,-35.3988)
7119: (x,y)=(-104.703,-37.3839)
7120: (x,y)=(-106.673,-37.0366)
7121: (x,y)=(-104.782,-37.6877)
7122: (x,y)=(-105.595,-39.5148)
7123: (x,y)=(-103.693,-40.1328)
7124: (x,y)=(-102.912,-38.2918)
7125: (x,y)=(-101.882,-36.5775)
7126: (x,y)=(-102.5,-34.6754)
7127: (x,y)=(-100.659,-35.4568)
7128: (x,y)=(-102.591,-34.9392)
7129: (x,y)=(-103.108,-33.0073)
7130: (x,y)=(-101.254,-33.7566)
7131: (x,y)=(-99.7675,-35.0948)
7132: (x,y)=(-99.8373,-33.096)
7133: (x,y)=(-101.041,-34.6933)
7134: (x,y)=(-99.6022,-36.0826)
7135: (x,y)=(-99.672,-38.0814)
7136: (x,y)=(-101.653,-37.8031)
7137: (x,y)=(-103.45,-38.6798)
7138: (x,y)=(-101.487,-39.0614)
7139: (x,y)=(-101.557,-41.0602)
7140: (x,y)=(-99.5871,-41.4075)
7141: (x,y)=(-99.8308,-43.3926)
7142: (x,y)=(-100.831,-41.6605)
7143: (x,y)=(-99.4415,-43.0992)
7144: (x,y)=(-98.6601,-41.2582)
7145: (x,y)=(-98.3472,-43.2336)
7146: (x,y)=(-100.227,-42.5495)
7147: (x,y)=(-102.139,-41.9648)
7148: (x,y)=(-101.021,-40.3067)
7149: (x,y)=(-102.051,-38.5924)
7150: (x,y)=(-100.058,-38.7667)
7151: (x,y)=(-99.8147,-40.7518)
7152: (x,y)=(-99.9194,-42.7491)
7153: (x,y)=(-97.9206,-42.6793)
7154: (x,y)=(-97.4707,-44.628)
7155: (x,y)=(-96.2671,-46.2253)
7156: (x,y)=(-96.8851,-48.1274)
7157: (x,y)=(-97.8548,-46.3781)
7158: (x,y)=(-99.0019,-44.7398)
7159: (x,y)=(-97.8835,-46.3979)
7160: (x,y)=(-97.5019,-44.4347)
7161: (x,y)=(-97.1203,-46.3979)
7162: (x,y)=(-97.4332,-48.3733)
7163: (x,y)=(-98.1499,-46.5061)
7164: (x,y)=(-96.7606,-47.9448)
7165: (x,y)=(-94.8585,-48.5628)
7166: (x,y)=(-95.7974,-50.3287)
7167: (x,y)=(-97.5633,-51.2677)
7168: (x,y)=(-99.5523,-51.4767)
7169: (x,y)=(-100.728,-53.0948)
7170: (x,y)=(-99.5243,-51.4975)
7171: (x,y)=(-98.5547,-49.7483)
7172: (x,y)=(-97.1404,-51.1625)
7173: (x,y)=(-95.2861,-50.4133)
7174: (x,y)=(-93.3636,-49.862)
7175: (x,y)=(-94.2715,-48.08)
7176: (x,y)=(-95.7102,-49.4693)
7177: (x,y)=(-95.8845,-47.4769)
7178: (x,y)=(-95.7102,-45.4845)
7179: (x,y)=(-94.0329,-44.3952)
7180: (x,y)=(-95.063,-46.1096)
7181: (x,y)=(-97.0617,-46.0398)
7182: (x,y)=(-97.1315,-48.0386)
7183: (x,y)=(-97.271,-46.0434)
7184: (x,y)=(-96.3943,-44.2458)
7185: (x,y)=(-98.0326,-45.393)
7186: (x,y)=(-96.5232,-44.0809)
7187: (x,y)=(-97.8088,-42.5488)
7188: (x,y)=(-99.4268,-41.3732)
7189: (x,y)=(-97.4781,-41.8231)
7190: (x,y)=(-95.6109,-41.1064)
7191: (x,y)=(-94.672,-42.8723)
7192: (x,y)=(-96.5391,-43.589)
7193: (x,y)=(-94.5419,-43.4843)
7194: (x,y)=(-93.1032,-44.8737)
7195: (x,y)=(-91.1469,-45.2895)
7196: (x,y)=(-89.1518,-45.15)
7197: (x,y)=(-87.9762,-43.5319)
7198: (x,y)=(-89.7421,-42.593)
7199: (x,y)=(-91.6215,-43.277)
7200: (x,y)=(-90.1352,-41.9388)
7201: (x,y)=(-88.1364,-41.869)
7202: (x,y)=(-88.4837,-43.8386)
7203: (x,y)=(-90.4837,-43.8386)
7204: (x,y)=(-91.8979,-42.4244)
7205: (x,y)=(-93.8612,-42.0428)
7206: (x,y)=(-92.1291,-43.0428)
7207: (x,y)=(-91.5111,-41.1406)
7208: (x,y)=(-89.684,-40.3272)
7209: (x,y)=(-87.8168,-39.6104)
7210: (x,y)=(-85.9758,-40.3919)
7211: (x,y)=(-84.4215,-39.1333)
7212: (x,y)=(-86.0598,-40.2804)
7213: (x,y)=(-86.4756,-42.2367)
7214: (x,y)=(-86.754,-40.2562)
7215: (x,y)=(-86.6842,-38.2574)
7216: (x,y)=(-88.6647,-38.5357)
7217: (x,y)=(-89.754,-36.8584)
7218: (x,y)=(-89.8935,-38.8535)
7219: (x,y)=(-89.1121,-37.0125)
7220: (x,y)=(-87.2099,-37.6305)
7221: (x,y)=(-87.1401,-39.6293)
7222: (x,y)=(-85.1838,-40.0451)
7223: (x,y)=(-83.2033,-40.3235)
7224: (x,y)=(-81.2337,-39.9762)
7225: (x,y)=(-79.2931,-39.4923)
7226: (x,y)=(-77.597,-40.5522)
7227: (x,y)=(-75.6407,-40.968)
7228: (x,y)=(-73.7497,-40.3169)
7229: (x,y)=(-72.4376,-41.8263)
7230: (x,y)=(-70.5965,-41.0448)
7231: (x,y)=(-72.5092,-41.6296)
7232: (x,y)=(-74.0186,-40.3175)
7233: (x,y)=(-72.1392,-41.0015)
7234: (x,y)=(-74.0186,-41.6855)
7235: (x,y)=(-72.206,-40.8403)
7236: (x,y)=(-72.9874,-38.9993)
7237: (x,y)=(-71.6753,-37.4899)
7238: (x,y)=(-70.1432,-36.2043)
7239: (x,y)=(-68.5672,-37.4356)
7240: (x,y)=(-66.5721,-37.5751)
7241: (x,y)=(-68.5284,-37.991)
7242: (x,y)=(-70.0827,-36.7323)
7243: (x,y)=(-70.1525,-38.7311)
7244: (x,y)=(-68.1771,-39.044)
7245: (x,y)=(-69.6158,-40.4333)
7246: (x,y)=(-71.3119,-41.4931)
7247: (x,y)=(-73.2815,-41.1458)
7248: (x,y)=(-73.9326,-39.2548)
7249: (x,y)=(-73.7931,-37.2597)
7250: (x,y)=(-73.3092,-35.3191)
7251: (x,y)=(-72.6252,-33.4397)
7252: (x,y)=(-74.2012,-32.2084)
7253: (x,y)=(-75.8973,-31.1485)
7254: (x,y)=(-75.723,-33.1409)
7255: (x,y)=(-73.8959,-32.3274)
7256: (x,y)=(-71.9327,-31.9458)
7257: (x,y)=(-73.7303,-31.0691)
7258: (x,y)=(-71.7549,-31.3819)
7259: (x,y)=(-72.7549,-33.114)
7260: (x,y)=(-73.2725,-35.0458)
7261: (x,y)=(-74.4197,-36.6842)
7262: (x,y)=(-75.4497,-38.3985)
7263: (x,y)=(-74.5418,-36.6165)
7264: (x,y)=(-75.7173,-34.9984)
7265: (x,y)=(-75.7173,-32.9984)
7266: (x,y)=(-73.8263,-32.3473)
7267: (x,y)=(-75.1384,-30.8379)
7268: (x,y)=(-73.5624,-32.0692)
7269: (x,y)=(-73.9097,-30.0996)
7270: (x,y)=(-73.805,-32.0969)
7271: (x,y)=(-75.7456,-32.5807)
7272: (x,y)=(-76.3636,-34.4828)
7273: (x,y)=(-77.9817,-33.3072)
7274: (x,y)=(-76.0796,-32.6892)
7275: (x,y)=(-77.8772,-31.8125)
7276: (x,y)=(-77.8074,-29.8137)
7277: (x,y)=(-77.8772,-31.8125)
7278: (x,y)=(-76.8772,-33.5445)
7279: (x,y)=(-78.2412,-32.0818)
7280: (x,y)=(-76.2849,-32.4976)
7281: (x,y)=(-75.3769,-34.2796)
7282: (x,y)=(-74.9953,-36.2429)
7283: (x,y)=(-76.9358,-36.7267)
7284: (x,y)=(-75.1383,-35.85)
7285: (x,y)=(-76.5276,-37.2887)
7286: (x,y)=(-75.6508,-35.4911)
7287: (x,y)=(-77.3829,-36.4911)
7288: (x,y)=(-76.4133,-38.2403)
7289: (x,y)=(-75.5365,-36.4427)
7290: (x,y)=(-75.1207,-38.399)
7291: (x,y)=(-76.718,-39.6027)
7292: (x,y)=(-74.877,-38.8212)
7293: (x,y)=(-72.9749,-38.2032)
7294: (x,y)=(-74.2062,-36.6271)
7295: (x,y)=(-74.4845,-38.6077)
7296: (x,y)=(-73.5149,-40.3569)
7297: (x,y)=(-72.4848,-38.6426)
7298: (x,y)=(-72.001,-36.702)
7299: (x,y)=(-71.001,-34.9699)
7300: (x,y)=(-72.1766,-36.588)
7301: (x,y)=(-70.1842,-36.4137)
7302: (x,y)=(-69.7343,-34.4649)
7303: (x,y)=(-67.7589,-34.1521)
7304: (x,y)=(-69.5081,-33.1824)
7305: (x,y)=(-67.6171,-33.8336)
7306: (x,y)=(-65.8195,-34.7103)
7307: (x,y)=(-64.5074,-36.2197)
7308: (x,y)=(-62.83,-35.1305)
7309: (x,y)=(-64.4881,-36.2488)
7310: (x,y)=(-63.176,-34.7394)
7311: (x,y)=(-61.8639,-33.23)
7312: (x,y)=(-62.0729,-35.2191)
7313: (x,y)=(-60.4346,-34.0719)
7314: (x,y)=(-60.0873,-32.1023)
7315: (x,y)=(-61.8366,-33.0719)
7316: (x,y)=(-62.3542,-35.0038)
7317: (x,y)=(-60.3545,-35.0387)
7318: (x,y)=(-58.4751,-34.3546)
7319: (x,y)=(-58.6842,-36.3437)
7320: (x,y)=(-60.6693,-36.5874)
7321: (x,y)=(-60.6344,-38.5871)
7322: (x,y)=(-61.3184,-40.4665)
7323: (x,y)=(-63.231,-41.0512)
7324: (x,y)=(-65.2161,-41.295)
7325: (x,y)=(-67.148,-41.8126)
7326: (x,y)=(-68.9606,-40.9674)
7327: (x,y)=(-68.3758,-39.0548)
7328: (x,y)=(-70.3731,-38.9501)
7329: (x,y)=(-72.2525,-38.266)
7330: (x,y)=(-73.8285,-39.4974)
7331: (x,y)=(-75.3148,-38.1591)
7332: (x,y)=(-77.2711,-37.7433)
7333: (x,y)=(-79.2343,-37.3617)
7334: (x,y)=(-78.5176,-39.2288)
7335: (x,y)=(-76.705,-40.0741)
7336: (x,y)=(-75.2908,-38.6598)
7337: (x,y)=(-74.1724,-40.3179)
7338: (x,y)=(-75.3195,-41.9562)
7339: (x,y)=(-73.5703,-42.9258)
7340: (x,y)=(-74.4783,-44.7079)
7341: (x,y)=(-75.5084,-46.4222)
7342: (x,y)=(-74.5387,-48.1714)
7343: (x,y)=(-76.025,-49.5097)
7344: (x,y)=(-76.1645,-51.5048)
7345: (x,y)=(-78.1451,-51.2265)
7346: (x,y)=(-76.2226,-51.7778)
